p max 2002 69800
a 1233 297 33
a 1309 233 17
a 1233 309 17
a 1310 233 33
a 1233 310 33
a 1311 233 50
a 1233 311 50
a 1312 233 67
a 1233 312 67
a 1313 233 83
a 1233 313 83
a 1314 233 67
a 1233 314 67
a 1315 233 50
a 1233 315 50
a 1316 233 33
a 1233 316 33
a 1317 233 17
a 1233 317 17
a 1235 234 229
a 1234 235 229
a 1236 234 250
a 1234 236 250
a 1237 234 167
a 1234 237 167
a 1238 234 83
a 1234 238 83
a 1250 234 67
a 1234 250 67
a 1251 234 133
a 1234 251 133
a 1252 234 200
a 1234 252 200
a 1253 234 267
a 1234 253 267
a 1254 234 229
a 1234 254 229
a 1255 234 267
a 1234 255 267
a 1256 234 200
a 1234 256 200
a 1257 234 133
a 1234 257 133
a 1258 234 67
a 1234 258 67
a 1270 234 50
a 1234 270 50
a 1271 234 100
a 1234 271 100
a 1272 234 150
a 1234 272 150
a 1273 234 200
a 1234 273 200
a 1274 234 250
a 1234 274 250
a 1275 234 200
a 1234 275 200
a 1276 234 150
a 1234 276 150
a 1277 234 100
a 1234 277 100
a 1278 234 50
a 1234 278 50
a 1290 234 33
a 1234 290 33
a 1291 234 67
a 1234 291 67
a 1292 234 100
a 1234 292 100
a 1293 234 133
a 1234 293 133
a 1294 234 167
a 1234 294 167
a 1295 234 133
a 1234 295 133
a 1296 234 100
a 1234 296 100
a 1297 234 67
a 1234 297 67
a 1298 234 33
a 1234 298 33
a 1310 234 17
a 1234 310 17
a 1311 234 33
a 1234 311 33
a 1312 234 50
a 1234 312 50
a 1313 234 67
a 1234 313 67
a 1314 234 83
a 1234 314 83
a 1315 234 67
a 1234 315 67
a 1316 234 50
a 1234 316 50
a 1317 234 33
a 1234 317 33
a 1318 234 17
a 1234 318 17
a 1236 235 229
a 1235 236 229
a 1237 235 250
a 1235 237 250
a 1238 235 167
a 1235 238 167
a 1239 235 83
a 1235 239 83
a 1251 235 67
a 1235 251 67
a 1252 235 133
a 1235 252 133
a 1253 235 200
a 1235 253 200
a 1254 235 267
a 1235 254 267
a 1255 235 229
a 1235 255 229
a 1256 235 267
a 1235 256 267
a 1257 235 200
a 1235 257 200
a 1258 235 133
a 1235 258 133
a 1259 235 67
a 1235 259 67
a 1271 235 50
a 1235 271 50
a 1272 235 100
a 1235 272 100
a 1273 235 150
a 1235 273 150
a 1274 235 200
a 1235 274 200
a 1275 235 250
a 1235 275 250
a 1276 235 200
a 1235 276 200
a 1277 235 150
a 1235 277 150
a 1278 235 100
a 1235 278 100
a 1279 235 50
a 1235 279 50
a 1291 235 33
a 1235 291 33
a 1292 235 67
a 1235 292 67
a 1293 235 100
a 1235 293 100
a 1294 235 133
a 1235 294 133
a 1295 235 167
a 1235 295 167
a 1296 235 133
a 1235 296 133
a 1297 235 100
a 1235 297 100
a 1298 235 67
a 1235 298 67
a 1299 235 33
a 1235 299 33
a 1311 235 17
a 1235 311 17
a 1312 235 33
a 1235 312 33
a 1313 235 50
a 1235 313 50
a 1314 235 67
a 1235 314 67
a 1315 235 83
a 1235 315 83
a 1316 235 67
a 1235 316 67
a 1317 235 50
a 1235 317 50
a 1318 235 33
a 1235 318 33
a 1319 235 17
a 1235 319 17
a 1237 236 229
a 1236 237 229
a 1238 236 250
a 1236 238 250
a 1239 236 167
a 1236 239 167
a 1240 236 83
a 1236 240 83
a 1252 236 67
a 1236 252 67
a 1253 236 133
a 1236 253 133
a 1254 236 200
a 1236 254 200
a 1255 236 267
a 1236 255 267
a 1256 236 229
a 1236 256 229
a 1257 236 267
a 1236 257 267
a 1258 236 200
a 1236 258 200
a 1259 236 133
a 1236 259 133
a 1260 236 67
a 1236 260 67
a 1272 236 50
a 1236 272 50
a 1273 236 100
a 1236 273 100
a 1274 236 150
a 1236 274 150
a 1275 236 200
a 1236 275 200
a 1276 236 250
a 1236 276 250
a 1277 236 200
a 1236 277 200
a 1278 236 150
a 1236 278 150
a 1279 236 100
a 1236 279 100
a 1280 236 50
a 1236 280 50
a 1292 236 33
a 1236 292 33
a 1293 236 67
a 1236 293 67
a 1294 236 100
a 1236 294 100
a 1295 236 133
a 1236 295 133
a 1296 236 167
a 1236 296 167
a 1297 236 133
a 1236 297 133
a 1298 236 100
a 1236 298 100
a 1299 236 67
a 1236 299 67
a 1300 236 33
a 1236 300 33
a 1312 236 17
a 1236 312 17
a 1313 236 33
a 1236 313 33
a 1314 236 50
a 1236 314 50
a 1315 236 67
a 1236 315 67
a 1316 236 83
a 1236 316 83
a 1317 236 67
a 1236 317 67
a 1318 236 50
a 1236 318 50
a 1319 236 33
a 1236 319 33
a 1320 236 17
a 1236 320 17
a 1238 237 229
a 1237 238 229
a 1239 237 250
a 1237 239 250
a 1240 237 167
a 1237 240 167
a 1241 237 83
a 1237 241 83
a 1253 237 67
a 1237 253 67
a 1254 237 133
a 1237 254 133
a 1255 237 200
a 1237 255 200
a 1256 237 267
a 1237 256 267
a 1257 237 229
a 1237 257 229
a 1258 237 267
a 1237 258 267
a 1259 237 200
a 1237 259 200
a 1260 237 133
a 1237 260 133
a 1261 237 67
a 1237 261 67
a 1273 237 50
a 1237 273 50
a 1274 237 100
a 1237 274 100
a 1275 237 150
a 1237 275 150
a 1276 237 200
a 1237 276 200
a 1277 237 250
a 1237 277 250
a 1278 237 200
a 1237 278 200
a 1279 237 150
a 1237 279 150
a 1280 237 100
a 1237 280 100
a 1281 237 50
a 1237 281 50
a 1293 237 33
a 1237 293 33
a 1294 237 67
a 1237 294 67
a 1295 237 100
a 1237 295 100
a 1296 237 133
a 1237 296 133
a 1297 237 167
a 1237 297 167
a 1298 237 133
a 1237 298 133
a 1299 237 100
a 1237 299 100
a 1300 237 67
a 1237 300 67
a 1301 237 33
a 1237 301 33
a 1313 237 17
a 1237 313 17
a 1314 237 33
a 1237 314 33
a 1315 237 50
a 1237 315 50
a 1316 237 67
a 1237 316 67
a 1317 237 83
a 1237 317 83
a 1318 237 67
a 1237 318 67
a 1319 237 50
a 1237 319 50
a 1320 237 33
a 1237 320 33
a 1321 237 17
a 1237 321 17
a 1239 238 229
a 1238 239 229
a 1240 238 250
a 1238 240 250
a 1241 238 167
a 1238 241 167
a 1254 238 67
a 1238 254 67
a 1255 238 133
a 1238 255 133
a 1256 238 200
a 1238 256 200
a 1257 238 267
a 1238 257 267
a 1258 238 229
a 1238 258 229
a 1259 238 267
a 1238 259 267
a 1260 238 200
a 1238 260 200
a 1261 238 133
a 1238 261 133
a 1274 238 50
a 1238 274 50
a 1275 238 100
a 1238 275 100
a 1276 238 150
a 1238 276 150
a 1277 238 200
a 1238 277 200
a 1278 238 250
a 1238 278 250
a 1279 238 200
a 1238 279 200
a 1280 238 150
a 1238 280 150
a 1281 238 100
a 1238 281 100
a 1294 238 33
a 1238 294 33
a 1295 238 67
a 1238 295 67
a 1296 238 100
a 1238 296 100
a 1297 238 133
a 1238 297 133
a 1298 238 167
a 1238 298 167
a 1299 238 133
a 1238 299 133
a 1300 238 100
a 1238 300 100
a 1301 238 67
a 1238 301 67
a 1314 238 17
a 1238 314 17
a 1315 238 33
a 1238 315 33
a 1316 238 50
a 1238 316 50
a 1317 238 67
a 1238 317 67
a 1318 238 83
a 1238 318 83
a 1319 238 67
a 1238 319 67
a 1320 238 50
a 1238 320 50
a 1321 238 33
a 1238 321 33
a 1240 239 229
a 1239 240 229
a 1241 239 250
a 1239 241 250
a 1255 239 67
a 1239 255 67
a 1256 239 133
a 1239 256 133
a 1257 239 200
a 1239 257 200
a 1258 239 267
a 1239 258 267
a 1259 239 229
a 1239 259 229
a 1260 239 267
a 1239 260 267
a 1261 239 200
a 1239 261 200
a 1275 239 50
a 1239 275 50
a 1276 239 100
a 1239 276 100
a 1277 239 150
a 1239 277 150
a 1278 239 200
a 1239 278 200
a 1279 239 250
a 1239 279 250
a 1280 239 200
a 1239 280 200
a 1281 239 150
a 1239 281 150
a 1295 239 33
a 1239 295 33
a 1296 239 67
a 1239 296 67
a 1297 239 100
a 1239 297 100
a 1298 239 133
a 1239 298 133
a 1299 239 167
a 1239 299 167
a 1300 239 133
a 1239 300 133
a 1301 239 100
a 1239 301 100
a 1315 239 17
a 1239 315 17
a 1316 239 33
a 1239 316 33
a 1317 239 50
a 1239 317 50
a 1318 239 67
a 1239 318 67
a 1319 239 83
a 1239 319 83
a 1320 239 67
a 1239 320 67
a 1321 239 50
a 1239 321 50
a 1241 240 229
a 1240 241 229
a 1256 240 67
a 1240 256 67
a 1257 240 133
a 1240 257 133
a 1258 240 200
a 1240 258 200
a 1259 240 267
a 1240 259 267
a 1260 240 229
a 1240 260 229
a 1261 240 267
a 1240 261 267
a 1276 240 50
a 1240 276 50
a 1277 240 100
a 1240 277 100
a 1278 240 150
a 1240 278 150
a 1279 240 200
a 1240 279 200
a 1280 240 250
a 1240 280 250
a 1281 240 200
a 1240 281 200
a 1296 240 33
a 1240 296 33
a 1297 240 67
a 1240 297 67
a 1298 240 100
a 1240 298 100
a 1299 240 133
a 1240 299 133
a 1300 240 167
a 1240 300 167
a 1301 240 133
a 1240 301 133
a 1316 240 17
a 1240 316 17
a 1317 240 33
a 1240 317 33
a 1318 240 50
a 1240 318 50
a 1319 240 67
a 1240 319 67
a 1320 240 83
a 1240 320 83
a 1321 240 67
a 1240 321 67
a 1257 241 67
a 1241 257 67
a 1258 241 133
a 1241 258 133
a 1259 241 200
a 1241 259 200
a 1260 241 267
a 1241 260 267
a 1261 241 229
a 1241 261 229
a 1277 241 50
a 1241 277 50
a 1278 241 100
a 1241 278 100
a 1279 241 150
a 1241 279 150
a 1280 241 200
a 1241 280 200
a 1281 241 250
a 1241 281 250
a 1297 241 33
a 1241 297 33
a 1298 241 67
a 1241 298 67
a 1299 241 100
a 1241 299 100
a 1300 241 133
a 1241 300 133
a 1301 241 167
a 1241 301 167
a 1317 241 17
a 1241 317 17
a 1318 241 33
a 1241 318 33
a 1319 241 50
a 1241 319 50
a 1320 241 67
a 1241 320 67
a 1321 241 83
a 1241 321 83
a 1243 242 229
a 1242 243 229
a 1244 242 250
a 1242 244 250
a 1245 242 167
a 1242 245 167
a 1246 242 83
a 1242 246 83
a 1262 242 229
a 1242 262 229
a 1263 242 267
a 1242 263 267
a 1264 242 200
a 1242 264 200
a 1265 242 133
a 1242 265 133
a 1266 242 67
a 1242 266 67
a 1282 242 250
a 1242 282 250
a 1283 242 200
a 1242 283 200
a 1284 242 150
a 1242 284 150
a 1285 242 100
a 1242 285 100
a 1286 242 50
a 1242 286 50
a 1302 242 167
a 1242 302 167
a 1303 242 133
a 1242 303 133
a 1304 242 100
a 1242 304 100
a 1305 242 67
a 1242 305 67
a 1306 242 33
a 1242 306 33
a 1322 242 83
a 1242 322 83
a 1323 242 67
a 1242 323 67
a 1324 242 50
a 1242 324 50
a 1325 242 33
a 1242 325 33
a 1326 242 17
a 1242 326 17
a 1244 243 229
a 1243 244 229
a 1245 243 250
a 1243 245 250
a 1246 243 167
a 1243 246 167
a 1247 243 83
a 1243 247 83
a 1262 243 267
a 1243 262 267
a 1263 243 229
a 1243 263 229
a 1264 243 267
a 1243 264 267
a 1265 243 200
a 1243 265 200
a 1266 243 133
a 1243 266 133
a 1267 243 67
a 1243 267 67
a 1282 243 200
a 1243 282 200
a 1283 243 250
a 1243 283 250
a 1284 243 200
a 1243 284 200
a 1285 243 150
a 1243 285 150
a 1286 243 100
a 1243 286 100
a 1287 243 50
a 1243 287 50
a 1302 243 133
a 1243 302 133
a 1303 243 167
a 1243 303 167
a 1304 243 133
a 1243 304 133
a 1305 243 100
a 1243 305 100
a 1306 243 67
a 1243 306 67
a 1307 243 33
a 1243 307 33
a 1322 243 67
a 1243 322 67
a 1323 243 83
a 1243 323 83
a 1324 243 67
a 1243 324 67
a 1325 243 50
a 1243 325 50
a 1326 243 33
a 1243 326 33
a 1327 243 17
a 1243 327 17
a 1245 244 229
a 1244 245 229
a 1246 244 250
a 1244 246 250
a 1247 244 167
a 1244 247 167
a 1248 244 83
a 1244 248 83
a 1262 244 200
a 1244 262 200
a 1263 244 267
a 1244 263 267
a 1264 244 229
a 1244 264 229
a 1265 244 267
a 1244 265 267
a 1266 244 200
a 1244 266 200
a 1267 244 133
a 1244 267 133
a 1268 244 67
a 1244 268 67
a 1282 244 150
a 1244 282 150
a 1283 244 200
a 1244 283 200
a 1284 244 250
a 1244 284 250
a 1285 244 200
a 1244 285 200
a 1286 244 150
a 1244 286 150
a 1287 244 100
a 1244 287 100
a 1288 244 50
a 1244 288 50
a 1302 244 100
a 1244 302 100
a 1303 244 133
a 1244 303 133
a 1304 244 167
a 1244 304 167
a 1305 244 133
a 1244 305 133
a 1306 244 100
a 1244 306 100
a 1307 244 67
a 1244 307 67
a 1308 244 33
a 1244 308 33
a 1322 244 50
a 1244 322 50
a 1323 244 67
a 1244 323 67
a 1324 244 83
a 1244 324 83
a 1325 244 67
a 1244 325 67
a 1326 244 50
a 1244 326 50
a 1327 244 33
a 1244 327 33
a 1328 244 17
a 1244 328 17
a 1246 245 229
a 1245 246 229
a 1247 245 250
a 1245 247 250
a 1248 245 167
a 1245 248 167
a 1249 245 83
a 1245 249 83
a 1262 245 133
a 1245 262 133
a 1263 245 200
a 1245 263 200
a 1264 245 267
a 1245 264 267
a 1265 245 229
a 1245 265 229
a 1266 245 267
a 1245 266 267
a 1267 245 200
a 1245 267 200
a 1268 245 133
a 1245 268 133
a 1269 245 67
a 1245 269 67
a 1282 245 100
a 1245 282 100
a 1283 245 150
a 1245 283 150
a 1284 245 200
a 1245 284 200
a 1285 245 250
a 1245 285 250
a 1286 245 200
a 1245 286 200
a 1287 245 150
a 1245 287 150
a 1288 245 100
a 1245 288 100
a 1289 245 50
a 1245 289 50
a 1302 245 67
a 1245 302 67
a 1303 245 100
a 1245 303 100
a 1304 245 133
a 1245 304 133
a 1305 245 167
a 1245 305 167
a 1306 245 133
a 1245 306 133
a 1307 245 100
a 1245 307 100
a 1308 245 67
a 1245 308 67
a 1309 245 33
a 1245 309 33
a 1322 245 33
a 1245 322 33
a 1323 245 50
a 1245 323 50
a 1324 245 67
a 1245 324 67
a 1325 245 83
a 1245 325 83
a 1326 245 67
a 1245 326 67
a 1327 245 50
a 1245 327 50
a 1328 245 33
a 1245 328 33
a 1329 245 17
a 1245 329 17
a 1247 246 229
a 1246 247 229
a 1248 246 250
a 1246 248 250
a 1249 246 167
a 1246 249 167
a 1250 246 83
a 1246 250 83
a 1262 246 67
a 1246 262 67
a 1263 246 133
a 1246 263 133
a 1264 246 200
a 1246 264 200
a 1265 246 267
a 1246 265 267
a 1266 246 229
a 1246 266 229
a 1267 246 267
a 1246 267 267
a 1268 246 200
a 1246 268 200
a 1269 246 133
a 1246 269 133
a 1270 246 67
a 1246 270 67
a 1282 246 50
a 1246 282 50
a 1283 246 100
a 1246 283 100
a 1284 246 150
a 1246 284 150
a 1285 246 200
a 1246 285 200
a 1286 246 250
a 1246 286 250
a 1287 246 200
a 1246 287 200
a 1288 246 150
a 1246 288 150
a 1289 246 100
a 1246 289 100
a 1290 246 50
a 1246 290 50
a 1302 246 33
a 1246 302 33
a 1303 246 67
a 1246 303 67
a 1304 246 100
a 1246 304 100
a 1305 246 133
a 1246 305 133
a 1306 246 167
a 1246 306 167
a 1307 246 133
a 1246 307 133
a 1308 246 100
a 1246 308 100
a 1309 246 67
a 1246 309 67
a 1310 246 33
a 1246 310 33
a 1322 246 17
a 1246 322 17
a 1323 246 33
a 1246 323 33
a 1324 246 50
a 1246 324 50
a 1325 246 67
a 1246 325 67
a 1326 246 83
a 1246 326 83
a 1327 246 67
a 1246 327 67
a 1328 246 50
a 1246 328 50
a 1329 246 33
a 1246 329 33
a 1330 246 17
a 1246 330 17
a 1248 247 229
a 1247 248 229
a 1249 247 250
a 1247 249 250
a 1250 247 167
a 1247 250 167
a 1251 247 83
a 1247 251 83
a 1263 247 67
a 1247 263 67
a 1264 247 133
a 1247 264 133
a 1265 247 200
a 1247 265 200
a 1266 247 267
a 1247 266 267
a 1267 247 229
a 1247 267 229
a 1268 247 267
a 1247 268 267
a 1269 247 200
a 1247 269 200
a 1270 247 133
a 1247 270 133
a 1271 247 67
a 1247 271 67
a 1283 247 50
a 1247 283 50
a 1284 247 100
a 1247 284 100
a 1285 247 150
a 1247 285 150
a 1286 247 200
a 1247 286 200
a 1287 247 250
a 1247 287 250
a 1288 247 200
a 1247 288 200
a 1289 247 150
a 1247 289 150
a 1290 247 100
a 1247 290 100
a 1291 247 50
a 1247 291 50
a 1303 247 33
a 1247 303 33
a 1304 247 67
a 1247 304 67
a 1305 247 100
a 1247 305 100
a 1306 247 133
a 1247 306 133
a 1307 247 167
a 1247 307 167
a 1308 247 133
a 1247 308 133
a 1309 247 100
a 1247 309 100
a 1310 247 67
a 1247 310 67
a 1311 247 33
a 1247 311 33
a 1323 247 17
a 1247 323 17
a 1324 247 33
a 1247 324 33
a 1325 247 50
a 1247 325 50
a 1326 247 67
a 1247 326 67
a 1327 247 83
a 1247 327 83
a 1328 247 67
a 1247 328 67
a 1329 247 50
a 1247 329 50
a 1330 247 33
a 1247 330 33
a 1331 247 17
a 1247 331 17
a 1249 248 229
a 1248 249 229
a 1250 248 250
a 1248 250 250
a 1251 248 167
a 1248 251 167
a 1252 248 83
a 1248 252 83
a 1264 248 67
a 1248 264 67
a 1265 248 133
a 1248 265 133
a 1266 248 200
a 1248 266 200
a 1267 248 267
a 1248 267 267
a 1268 248 229
a 1248 268 229
a 1269 248 267
a 1248 269 267
a 1270 248 200
a 1248 270 200
a 1271 248 133
a 1248 271 133
a 1272 248 67
a 1248 272 67
a 1284 248 50
a 1248 284 50
a 1285 248 100
a 1248 285 100
a 1286 248 150
a 1248 286 150
a 1287 248 200
a 1248 287 200
a 1288 248 250
a 1248 288 250
a 1289 248 200
a 1248 289 200
a 1290 248 150
a 1248 290 150
a 1291 248 100
a 1248 291 100
a 1292 248 50
a 1248 292 50
a 1304 248 33
a 1248 304 33
a 1305 248 67
a 1248 305 67
a 1306 248 100
a 1248 306 100
a 1307 248 133
a 1248 307 133
a 1308 248 167
a 1248 308 167
a 1309 248 133
a 1248 309 133
a 1310 248 100
a 1248 310 100
a 1311 248 67
a 1248 311 67
a 1312 248 33
a 1248 312 33
a 1324 248 17
a 1248 324 17
a 1325 248 33
a 1248 325 33
a 1326 248 50
a 1248 326 50
a 1327 248 67
a 1248 327 67
a 1328 248 83
a 1248 328 83
a 1329 248 67
a 1248 329 67
a 1330 248 50
a 1248 330 50
a 1331 248 33
a 1248 331 33
a 1332 248 17
a 1248 332 17
a 1250 249 229
a 1249 250 229
a 1251 249 250
a 1249 251 250
a 1252 249 167
a 1249 252 167
a 1253 249 83
a 1249 253 83
a 1265 249 67
a 1249 265 67
a 1266 249 133
a 1249 266 133
a 1267 249 200
a 1249 267 200
a 1268 249 267
a 1249 268 267
a 1269 249 229
a 1249 269 229
a 1270 249 267
a 1249 270 267
a 1271 249 200
a 1249 271 200
a 1272 249 133
a 1249 272 133
a 1273 249 67
a 1249 273 67
a 1285 249 50
a 1249 285 50
a 1286 249 100
a 1249 286 100
a 1287 249 150
a 1249 287 150
a 1288 249 200
a 1249 288 200
a 1289 249 250
a 1249 289 250
a 1290 249 200
a 1249 290 200
a 1291 249 150
a 1249 291 150
a 1292 249 100
a 1249 292 100
a 1293 249 50
a 1249 293 50
a 1305 249 33
a 1249 305 33
a 1306 249 67
a 1249 306 67
a 1307 249 100
a 1249 307 100
a 1308 249 133
a 1249 308 133
a 1309 249 167
a 1249 309 167
a 1310 249 133
a 1249 310 133
a 1311 249 100
a 1249 311 100
a 1312 249 67
a 1249 312 67
a 1313 249 33
a 1249 313 33
a 1325 249 17
a 1249 325 17
a 1326 249 33
a 1249 326 33
a 1327 249 50
a 1249 327 50
a 1328 249 67
a 1249 328 67
a 1329 249 83
a 1249 329 83
a 1330 249 67
a 1249 330 67
a 1331 249 50
a 1249 331 50
a 1332 249 33
a 1249 332 33
a 1333 249 17
a 1249 333 17
a 1251 250 229
a 1250 251 229
a 1252 250 250
a 1250 252 250
a 1253 250 167
a 1250 253 167
a 1254 250 83
a 1250 254 83
a 1266 250 67
a 1250 266 67
a 1267 250 133
a 1250 267 133
a 1268 250 200
a 1250 268 200
a 1269 250 267
a 1250 269 267
a 1270 250 229
a 1250 270 229
a 1271 250 267
a 1250 271 267
a 1272 250 200
a 1250 272 200
a 1273 250 133
a 1250 273 133
a 1274 250 67
a 1250 274 67
a 1286 250 50
a 1250 286 50
a 1287 250 100
a 1250 287 100
a 1288 250 150
a 1250 288 150
a 1289 250 200
a 1250 289 200
a 1290 250 250
a 1250 290 250
a 1291 250 200
a 1250 291 200
a 1292 250 150
a 1250 292 150
a 1293 250 100
a 1250 293 100
a 1294 250 50
a 1250 294 50
a 1306 250 33
a 1250 306 33
a 1307 250 67
a 1250 307 67
a 1308 250 100
a 1250 308 100
a 1309 250 133
a 1250 309 133
a 1310 250 167
a 1250 310 167
a 1311 250 133
a 1250 311 133
a 1312 250 100
a 1250 312 100
a 1313 250 67
a 1250 313 67
a 1314 250 33
a 1250 314 33
a 1326 250 17
a 1250 326 17
a 1327 250 33
a 1250 327 33
a 1328 250 50
a 1250 328 50
a 1329 250 67
a 1250 329 67
a 1330 250 83
a 1250 330 83
a 1331 250 67
a 1250 331 67
a 1332 250 50
a 1250 332 50
a 1333 250 33
a 1250 333 33
a 1334 250 17
a 1250 334 17
a 1252 251 229
a 1251 252 229
a 1253 251 250
a 1251 253 250
a 1254 251 167
a 1251 254 167
a 1255 251 83
a 1251 255 83
a 1267 251 67
a 1251 267 67
a 1268 251 133
a 1251 268 133
a 1269 251 200
a 1251 269 200
a 1270 251 267
a 1251 270 267
a 1271 251 229
a 1251 271 229
a 1272 251 267
a 1251 272 267
a 1273 251 200
a 1251 273 200
a 1274 251 133
a 1251 274 133
a 1275 251 67
a 1251 275 67
a 1287 251 50
a 1251 287 50
a 1288 251 100
a 1251 288 100
a 1289 251 150
a 1251 289 150
a 1290 251 200
a 1251 290 200
a 1291 251 250
a 1251 291 250
a 1292 251 200
a 1251 292 200
a 1293 251 150
a 1251 293 150
a 1294 251 100
a 1251 294 100
a 1295 251 50
a 1251 295 50
a 1307 251 33
a 1251 307 33
a 1308 251 67
a 1251 308 67
a 1309 251 100
a 1251 309 100
a 1310 251 133
a 1251 310 133
a 1311 251 167
a 1251 311 167
a 1312 251 133
a 1251 312 133
a 1313 251 100
a 1251 313 100
a 1314 251 67
a 1251 314 67
a 1315 251 33
a 1251 315 33
a 1327 251 17
a 1251 327 17
a 1328 251 33
a 1251 328 33
a 1329 251 50
a 1251 329 50
a 1330 251 67
a 1251 330 67
a 1331 251 83
a 1251 331 83
a 1332 251 67
a 1251 332 67
a 1333 251 50
a 1251 333 50
a 1334 251 33
a 1251 334 33
a 1335 251 17
a 1251 335 17
a 1253 252 229
a 1252 253 229
a 1254 252 250
a 1252 254 250
a 1255 252 167
a 1252 255 167
a 1256 252 83
a 1252 256 83
a 1268 252 67
a 1252 268 67
a 1269 252 133
a 1252 269 133
a 1270 252 200
a 1252 270 200
a 1271 252 267
a 1252 271 267
a 1272 252 229
a 1252 272 229
a 1273 252 267
a 1252 273 267
a 1274 252 200
a 1252 274 200
a 1275 252 133
a 1252 275 133
a 1276 252 67
a 1252 276 67
a 1288 252 50
a 1252 288 50
a 1289 252 100
a 1252 289 100
a 1290 252 150
a 1252 290 150
a 1291 252 200
a 1252 291 200
a 1292 252 250
a 1252 292 250
a 1293 252 200
a 1252 293 200
a 1294 252 150
a 1252 294 150
a 1295 252 100
a 1252 295 100
a 1296 252 50
a 1252 296 50
a 1308 252 33
a 1252 308 33
a 1309 252 67
a 1252 309 67
a 1310 252 100
a 1252 310 100
a 1311 252 133
a 1252 311 133
a 1312 252 167
a 1252 312 167
a 1313 252 133
a 1252 313 133
a 1314 252 100
a 1252 314 100
a 1315 252 67
a 1252 315 67
a 1316 252 33
a 1252 316 33
a 1328 252 17
a 1252 328 17
a 1329 252 33
a 1252 329 33
a 1330 252 50
a 1252 330 50
a 1331 252 67
a 1252 331 67
a 1332 252 83
a 1252 332 83
a 1333 252 67
a 1252 333 67
a 1334 252 50
a 1252 334 50
a 1335 252 33
a 1252 335 33
a 1336 252 17
a 1252 336 17
a 1254 253 229
a 1253 254 229
a 1255 253 250
a 1253 255 250
a 1256 253 167
a 1253 256 167
a 1257 253 83
a 1253 257 83
a 1269 253 67
a 1253 269 67
a 1270 253 133
a 1253 270 133
a 1271 253 200
a 1253 271 200
a 1272 253 267
a 1253 272 267
a 1273 253 229
a 1253 273 229
a 1274 253 267
a 1253 274 267
a 1275 253 200
a 1253 275 200
a 1276 253 133
a 1253 276 133
a 1277 253 67
a 1253 277 67
a 1289 253 50
a 1253 289 50
a 1290 253 100
a 1253 290 100
a 1291 253 150
a 1253 291 150
a 1292 253 200
a 1253 292 200
a 1293 253 250
a 1253 293 250
a 1294 253 200
a 1253 294 200
a 1295 253 150
a 1253 295 150
a 1296 253 100
a 1253 296 100
a 1297 253 50
a 1253 297 50
a 1309 253 33
a 1253 309 33
a 1310 253 67
a 1253 310 67
a 1311 253 100
a 1253 311 100
a 1312 253 133
a 1253 312 133
a 1313 253 167
a 1253 313 167
a 1314 253 133
a 1253 314 133
a 1315 253 100
a 1253 315 100
a 1316 253 67
a 1253 316 67
a 1317 253 33
a 1253 317 33
a 1329 253 17
a 1253 329 17
a 1330 253 33
a 1253 330 33
a 1331 253 50
a 1253 331 50
a 1332 253 67
a 1253 332 67
a 1333 253 83
a 1253 333 83
a 1334 253 67
a 1253 334 67
a 1335 253 50
a 1253 335 50
a 1336 253 33
a 1253 336 33
a 1337 253 17
a 1253 337 17
a 1255 254 229
a 1254 255 229
a 1256 254 250
a 1254 256 250
a 1257 254 167
a 1254 257 167
a 1258 254 83
a 1254 258 83
a 1270 254 67
a 1254 270 67
a 1271 254 133
a 1254 271 133
a 1272 254 200
a 1254 272 200
a 1273 254 267
a 1254 273 267
a 1274 254 229
a 1254 274 229
a 1275 254 267
a 1254 275 267
a 1276 254 200
a 1254 276 200
a 1277 254 133
a 1254 277 133
a 1278 254 67
a 1254 278 67
a 1290 254 50
a 1254 290 50
a 1291 254 100
a 1254 291 100
a 1292 254 150
a 1254 292 150
a 1293 254 200
a 1254 293 200
a 1294 254 250
a 1254 294 250
a 1295 254 200
a 1254 295 200
a 1296 254 150
a 1254 296 150
a 1297 254 100
a 1254 297 100
a 1298 254 50
a 1254 298 50
a 1310 254 33
a 1254 310 33
a 1311 254 67
a 1254 311 67
a 1312 254 100
a 1254 312 100
a 1313 254 133
a 1254 313 133
a 1314 254 167
a 1254 314 167
a 1315 254 133
a 1254 315 133
a 1316 254 100
a 1254 316 100
a 1317 254 67
a 1254 317 67
a 1318 254 33
a 1254 318 33
a 1330 254 17
a 1254 330 17
a 1331 254 33
a 1254 331 33
a 1332 254 50
a 1254 332 50
a 1333 254 67
a 1254 333 67
a 1334 254 83
a 1254 334 83
a 1335 254 67
a 1254 335 67
a 1336 254 50
a 1254 336 50
a 1337 254 33
a 1254 337 33
a 1338 254 17
a 1254 338 17
a 1256 255 229
a 1255 256 229
a 1257 255 250
a 1255 257 250
a 1258 255 167
a 1255 258 167
a 1259 255 83
a 1255 259 83
a 1271 255 67
a 1255 271 67
a 1272 255 133
a 1255 272 133
a 1273 255 200
a 1255 273 200
a 1274 255 267
a 1255 274 267
a 1275 255 229
a 1255 275 229
a 1276 255 267
a 1255 276 267
a 1277 255 200
a 1255 277 200
a 1278 255 133
a 1255 278 133
a 1279 255 67
a 1255 279 67
a 1291 255 50
a 1255 291 50
a 1292 255 100
a 1255 292 100
a 1293 255 150
a 1255 293 150
a 1294 255 200
a 1255 294 200
a 1295 255 250
